New_York_State_Statewide_COVID-19_Testing (1),,,,,,
Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Infection Rate
03/12/2020,St. Lawrence,0,0,1,6,
03/12/2020,Steuben,0,0,0,0,
03/12/2020,Suffolk,11,22,73,143,
03/12/2020,Sullivan,0,0,0,1,
03/12/2020,Tioga,0,0,0,1,
03/12/2020,Tompkins,0,0,2,5,
03/12/2020,Ulster,3,5,6,11,
03/12/2020,Warren,0,0,0,4,
03/12/2020,Washington,0,0,0,7,
03/12/2020,Wayne,0,0,0,0,
03/12/2020,Westchester,19,151,108,"1,060",
03/12/2020,Wyoming,0,0,0,0,
03/12/2020,Yates,0,0,0,0,
03/11/2020,Albany,0,0,13,28,
03/11/2020,Allegany,0,0,4,4,
03/11/2020,Bronx,2,7,31,154,
03/11/2020,Broome,0,0,1,5,
03/11/2020,Cattaraugus,0,0,0,0,
03/11/2020,Cayuga,0,0,0,0,
03/11/2020,Chautauqua,0,0,0,0,
03/11/2020,Chemung,0,0,0,1,
03/11/2020,Chenango,0,0,0,0,
03/11/2020,Clinton,0,0,4,4,
03/11/2020,Columbia,0,0,2,3,
03/11/2020,Cortland,0,0,0,1,
03/11/2020,Delaware,0,0,2,4,
03/11/2020,Dutchess,1,1,5,7,
03/11/2020,Erie,0,0,0,18,
03/11/2020,Essex,0,0,0,0,
03/11/2020,Franklin,0,0,0,0,
03/11/2020,Fulton,0,0,2,4,
03/11/2020,Genesee,0,0,0,1,
03/11/2020,Greene,0,0,3,3,
03/11/2020,Hamilton,0,0,0,0,
03/11/2020,Herkimer,0,0,0,0,
03/11/2020,Jefferson,0,0,1,2,
03/11/2020,Kings,2,16,24,128,
03/11/2020,Lewis,0,0,0,0,
03/11/2020,Livingston,0,0,0,1,
03/11/2020,Madison,0,0,0,0,
03/11/2020,Monroe,0,0,0,3,
03/11/2020,Montgomery,0,0,1,2,
03/11/2020,Nassau,11,31,58,122,
03/11/2020,New York,3,27,70,280,
03/11/2020,Niagara,0,0,1,2,
03/11/2020,Oneida,0,0,1,3,
03/11/2020,Onondaga,0,0,3,4,
03/11/2020,Ontario,0,0,0,0,
03/11/2020,Orange,1,1,4,5,
03/11/2020,Orleans,0,0,0,0,
03/11/2020,Oswego,0,0,0,1,
03/11/2020,Otsego,0,0,0,2,
03/11/2020,Putnam,0,0,7,10,
03/11/2020,Queens,5,12,44,122,
03/11/2020,Rensselaer,0,0,1,7,
03/11/2020,Richmond,1,2,5,21,
03/11/2020,Rockland,2,6,2,14,
03/11/2020,Saratoga,1,3,31,43,
03/11/2020,Schenectady,0,0,12,15,
03/11/2020,Schoharie,0,0,2,2,
03/11/2020,Schuyler,0,0,0,0,
03/11/2020,Seneca,0,0,0,0,
03/11/2020,St. Lawrence,0,0,2,5,
03/11/2020,Steuben,0,0,0,0,
03/11/2020,Suffolk,5,11,24,70,
03/11/2020,Sullivan,0,0,1,1,
03/11/2020,Tioga,0,0,1,1,
03/11/2020,Tompkins,0,0,2,3,
03/11/2020,Ulster,1,2,1,5,
03/11/2020,Warren,0,0,1,4,
03/11/2020,Washington,0,0,4,7,
03/11/2020,Wayne,0,0,0,0,
03/11/2020,Westchester,21,132,183,952,
03/11/2020,Wyoming,0,0,0,0,
03/11/2020,Yates,0,0,0,0,
03/10/2020,Albany,0,0,2,15,
03/10/2020,Allegany,0,0,0,0,
03/10/2020,Bronx,0,5,47,123,
03/10/2020,Broome,0,0,1,4,
03/10/2020,Cattaraugus,0,0,0,0,
03/10/2020,Cayuga,0,0,0,0,
03/10/2020,Chautauqua,0,0,0,0,
03/10/2020,Chemung,0,0,1,1,
03/10/2020,Chenango,0,0,0,0,
03/10/2020,Clinton,0,0,0,0,
03/10/2020,Columbia,0,0,0,1,
03/10/2020,Cortland,0,0,0,1,
03/10/2020,Delaware,0,0,1,2,
03/10/2020,Dutchess,0,0,2,2,
03/10/2020,Erie,0,0,2,18,
03/10/2020,Essex,0,0,0,0,
03/10/2020,Franklin,0,0,0,0,
03/10/2020,Fulton,0,0,1,2,
03/10/2020,Genesee,0,0,1,1,
03/10/2020,Greene,0,0,0,0,
03/10/2020,Hamilton,0,0,0,0,
03/10/2020,Herkimer,0,0,0,0,
03/10/2020,Jefferson,0,0,0,1,
03/10/2020,Kings,7,14,29,104,
03/10/2020,Lewis,0,0,0,0,
03/10/2020,Livingston,0,0,1,1,
03/10/2020,Madison,0,0,0,0,
03/10/2020,Monroe,0,0,0,3,
03/10/2020,Montgomery,0,0,1,1,
03/10/2020,Nassau,6,20,22,64,
03/10/2020,New York,12,24,78,210,
03/10/2020,Niagara,0,0,0,1,
03/10/2020,Oneida,0,0,0,2,
03/10/2020,Onondaga,0,0,0,1,
03/10/2020,Ontario,0,0,0,0,
03/10/2020,Orange,0,0,0,1,
03/10/2020,Orleans,0,0,0,0,
03/10/2020,Oswego,0,0,1,1,
03/10/2020,Otsego,0,0,0,2,
03/10/2020,Putnam,0,0,0,3,
03/10/2020,Queens,4,7,18,78,
03/10/2020,Rensselaer,0,0,1,6,
03/10/2020,Richmond,1,1,5,16,
03/10/2020,Rockland,0,4,2,12,
03/10/2020,Saratoga,0,2,2,12,
03/10/2020,Schenectady,0,0,0,3,
03/10/2020,Schoharie,0,0,0,0,
03/10/2020,Schuyler,0,0,0,0,
03/10/2020,Seneca,0,0,0,0,
03/10/2020,St. Lawrence,0,0,1,3,
03/10/2020,Steuben,0,0,0,0,
03/10/2020,Suffolk,5,6,24,46,
03/10/2020,Sullivan,0,0,0,0,
03/10/2020,Tioga,0,0,0,0,
03/10/2020,Tompkins,0,0,0,1,
03/10/2020,Ulster,0,1,2,4,
03/10/2020,Warren,0,0,2,3,
03/10/2020,Washington,0,0,1,3,
03/10/2020,Wayne,0,0,0,0,
03/10/2020,Westchester,9,111,177,769,
03/10/2020,Wyoming,0,0,0,0,
03/10/2020,Yates,0,0,0,0,
03/09/2020,Albany,0,0,3,13,
03/09/2020,Allegany,0,0,0,0,
03/09/2020,Bronx,4,5,31,76,
03/09/2020,Broome,0,0,1,3,
03/09/2020,Cattaraugus,0,0,0,0,
03/09/2020,Cayuga,0,0,0,0,
03/09/2020,Chautauqua,0,0,0,0,
03/09/2020,Chemung,0,0,0,0,
03/09/2020,Chenango,0,0,0,0,
03/09/2020,Clinton,0,0,0,0,
03/09/2020,Columbia,0,0,0,1,
03/09/2020,Cortland,0,0,0,1,
03/09/2020,Delaware,0,0,1,1,
03/09/2020,Dutchess,0,0,0,0,
03/09/2020,Erie,0,0,1,16,
03/09/2020,Essex,0,0,0,0,
03/09/2020,Franklin,0,0,0,0,
03/09/2020,Fulton,0,0,1,1,
03/09/2020,Genesee,0,0,0,0,
03/09/2020,Greene,0,0,0,0,
03/09/2020,Hamilton,0,0,0,0,
03/09/2020,Herkimer,0,0,0,0,
03/09/2020,Jefferson,0,0,0,1,
03/09/2020,Kings,1,7,31,75,
03/09/2020,Lewis,0,0,0,0,
03/09/2020,Livingston,0,0,0,0,
03/09/2020,Madison,0,0,0,0,
03/09/2020,Monroe,0,0,0,3,
03/09/2020,Montgomery,0,0,0,0,
03/09/2020,Nassau,4,14,15,42,
03/09/2020,New York,7,12,47,132,
03/09/2020,Niagara,0,0,0,1,
03/09/2020,Oneida,0,0,0,2,
03/09/2020,Onondaga,0,0,1,1,
03/09/2020,Ontario,0,0,0,0,
03/09/2020,Orange,0,0,1,1,
03/09/2020,Orleans,0,0,0,0,
03/09/2020,Oswego,0,0,0,0,
03/09/2020,Otsego,0,0,0,2,
03/09/2020,Putnam,0,0,1,3,
03/09/2020,Queens,0,3,15,60,
03/09/2020,Rensselaer,0,0,1,5,
03/09/2020,Richmond,0,0,6,11,
03/09/2020,Rockland,3,4,7,10,
03/09/2020,Saratoga,2,2,9,10,
03/09/2020,Schenectady,0,0,2,3,
03/09/2020,Schoharie,0,0,0,0,
03/09/2020,Schuyler,0,0,0,0,
03/09/2020,Seneca,0,0,0,0,
03/09/2020,St. Lawrence,0,0,0,2,
03/09/2020,Steuben,0,0,0,0,
03/09/2020,Suffolk,0,1,4,22,
03/09/2020,Sullivan,0,0,0,0,
03/09/2020,Tioga,0,0,0,0,
03/09/2020,Tompkins,0,0,1,1,
03/09/2020,Ulster,0,1,0,2,
03/09/2020,Warren,0,0,0,1,
03/09/2020,Washington,0,0,0,2,
03/09/2020,Wayne,0,0,0,0,
03/09/2020,Westchester,42,102,222,592,
03/09/2020,Wyoming,0,0,0,0,
03/09/2020,Yates,0,0,0,0,
03/08/2020,Albany,0,0,2,10,
03/08/2020,Allegany,0,0,0,0,
03/08/2020,Bronx,1,1,16,45,
03/08/2020,Broome,0,0,2,2,
03/08/2020,Cattaraugus,0,0,0,0,
03/08/2020,Cayuga,0,0,0,0,
03/08/2020,Chautauqua,0,0,0,0,
03/08/2020,Chemung,0,0,0,0,
03/08/2020,Chenango,0,0,0,0,
03/08/2020,Clinton,0,0,0,0,
03/08/2020,Columbia,0,0,1,1,
03/08/2020,Cortland,0,0,0,1,
03/08/2020,Delaware,0,0,0,0,
03/08/2020,Dutchess,0,0,0,0,
03/08/2020,Erie,0,0,1,15,
03/08/2020,Essex,0,0,0,0,
03/08/2020,Franklin,0,0,0,0,
03/08/2020,Fulton,0,0,0,0,
03/08/2020,Genesee,0,0,0,0,
03/08/2020,Greene,0,0,0,0,
03/08/2020,Hamilton,0,0,0,0,
03/08/2020,Herkimer,0,0,0,0,
03/08/2020,Jefferson,0,0,0,1,
03/08/2020,Kings,2,6,10,44,
03/08/2020,Lewis,0,0,0,0,
03/08/2020,Livingston,0,0,0,0,
03/08/2020,Madison,0,0,0,0,
03/08/2020,Monroe,0,0,1,3,
03/08/2020,Montgomery,0,0,0,0,
03/08/2020,Nassau,4,10,11,27,
03/08/2020,New York,0,5,24,85,
03/08/2020,Niagara,0,0,1,1,
03/08/2020,Oneida,0,0,0,2,
03/08/2020,Onondaga,0,0,0,0,
03/08/2020,Ontario,0,0,0,0,
03/08/2020,Orange,0,0,0,0,
03/08/2020,Orleans,0,0,0,0,
03/08/2020,Oswego,0,0,0,0,
03/08/2020,Otsego,0,0,1,2,
03/08/2020,Putnam,0,0,0,2,
03/08/2020,Queens,1,3,13,45,
03/08/2020,Rensselaer,0,0,0,4,
03/08/2020,Richmond,0,0,0,5,
03/08/2020,Rockland,0,1,2,3,
03/08/2020,Saratoga,0,0,0,1,
03/08/2020,Schenectady,0,0,1,1,
03/08/2020,Schoharie,0,0,0,0,
03/08/2020,Schuyler,0,0,0,0,
03/08/2020,Seneca,0,0,0,0,
03/08/2020,St. Lawrence,0,0,0,2,
03/08/2020,Steuben,0,0,0,0,
03/08/2020,Suffolk,1,1,11,18,
03/08/2020,Sullivan,0,0,0,0,
03/08/2020,Tioga,0,0,0,0,
03/08/2020,Tompkins,0,0,0,0,
03/08/2020,Ulster,1,1,1,2,
03/08/2020,Warren,0,0,0,1,
03/08/2020,Washington,0,0,2,2,
03/08/2020,Wayne,0,0,0,0,
03/08/2020,Westchester,18,60,207,370,
03/08/2020,Wyoming,0,0,0,0,
03/08/2020,Yates,0,0,0,0,
03/07/2020,Albany,0,0,5,8,
03/07/2020,Allegany,0,0,0,0,
03/07/2020,Bronx,0,0,17,29,
03/07/2020,Broome,0,0,0,0,
03/07/2020,Cattaraugus,0,0,0,0,
03/07/2020,Cayuga,0,0,0,0,
03/07/2020,Chautauqua,0,0,0,0,
03/07/2020,Chemung,0,0,0,0,
03/07/2020,Chenango,0,0,0,0,
03/07/2020,Clinton,0,0,0,0,
03/07/2020,Columbia,0,0,0,0,
03/07/2020,Cortland,0,0,1,1,
03/07/2020,Delaware,0,0,0,0,
03/07/2020,Dutchess,0,0,0,0,
03/07/2020,Erie,0,0,2,14,
03/07/2020,Essex,0,0,0,0,
03/07/2020,Franklin,0,0,0,0,
03/07/2020,Fulton,0,0,0,0,
03/07/2020,Genesee,0,0,0,0,
03/07/2020,Greene,0,0,0,0,
03/07/2020,Hamilton,0,0,0,0,
03/07/2020,Herkimer,0,0,0,0,
03/07/2020,Jefferson,0,0,1,1,
03/07/2020,Kings,0,4,9,34,
03/07/2020,Lewis,0,0,0,0,
03/07/2020,Livingston,0,0,0,0,
03/07/2020,Madison,0,0,0,0,
03/07/2020,Monroe,0,0,2,2,
03/07/2020,Montgomery,0,0,0,0,
03/07/2020,Nassau,2,6,5,16,
03/07/2020,New York,0,5,22,61,
03/07/2020,Niagara,0,0,0,0,
03/07/2020,Oneida,0,0,0,2,
03/07/2020,Onondaga,0,0,0,0,
03/07/2020,Ontario,0,0,0,0,
03/07/2020,Orange,0,0,0,0,
03/07/2020,Orleans,0,0,0,0,
03/07/2020,Oswego,0,0,0,0,
03/07/2020,Otsego,0,0,1,1,
03/07/2020,Putnam,0,0,1,2,
03/07/2020,Queens,0,2,14,32,
03/07/2020,Rensselaer,0,0,2,4,
03/07/2020,Richmond,0,0,2,5,
03/07/2020,Rockland,0,1,0,1,
03/07/2020,Saratoga,0,0,1,1,
03/07/2020,Schenectady,0,0,0,0,
03/07/2020,Schoharie,0,0,0,0,
03/07/2020,Schuyler,0,0,0,0,
03/07/2020,Seneca,0,0,0,0,
03/07/2020,St. Lawrence,0,0,2,2,
03/07/2020,Steuben,0,0,0,0,
03/07/2020,Suffolk,0,0,2,7,
03/07/2020,Sullivan,0,0,0,0,
03/07/2020,Tioga,0,0,0,0,
03/07/2020,Tompkins,0,0,0,0,
03/07/2020,Ulster,0,0,0,1,
03/07/2020,Warren,0,0,1,1,
03/07/2020,Washington,0,0,0,0,
03/07/2020,Wayne,0,0,0,0,
03/07/2020,Westchester,22,42,110,163,
03/07/2020,Wyoming,0,0,0,0,
03/07/2020,Yates,0,0,0,0,
03/06/2020,Albany,0,0,0,3,
03/06/2020,Allegany,0,0,0,0,
03/06/2020,Bronx,0,0,6,12,
03/06/2020,Broome,0,0,0,0,
03/06/2020,Cattaraugus,0,0,0,0,
03/06/2020,Cayuga,0,0,0,0,
03/06/2020,Chautauqua,0,0,0,0,
03/06/2020,Chemung,0,0,0,0,
03/06/2020,Chenango,0,0,0,0,
03/06/2020,Clinton,0,0,0,0,
03/06/2020,Columbia,0,0,0,0,
03/06/2020,Cortland,0,0,0,0,
03/06/2020,Delaware,0,0,0,0,
03/06/2020,Dutchess,0,0,0,0,
03/06/2020,Erie,0,0,0,12,
03/06/2020,Essex,0,0,0,0,
03/06/2020,Franklin,0,0,0,0,
03/06/2020,Fulton,0,0,0,0,
03/06/2020,Genesee,0,0,0,0,
03/06/2020,Greene,0,0,0,0,
03/06/2020,Hamilton,0,0,0,0,
03/06/2020,Herkimer,0,0,0,0,
03/06/2020,Jefferson,0,0,0,0,
03/06/2020,Kings,3,4,12,25,
03/06/2020,Lewis,0,0,0,0,
03/06/2020,Livingston,0,0,0,0,
03/06/2020,Madison,0,0,0,0,
03/06/2020,Monroe,0,0,0,0,
03/06/2020,Montgomery,0,0,0,0,
03/06/2020,Nassau,3,4,10,11,
03/06/2020,New York,3,5,14,39,
03/06/2020,Niagara,0,0,0,0,
03/06/2020,Oneida,0,0,0,2,
03/06/2020,Onondaga,0,0,0,0,
03/06/2020,Ontario,0,0,0,0,
03/06/2020,Orange,0,0,0,0,
03/06/2020,Orleans,0,0,0,0,
03/06/2020,Oswego,0,0,0,0,
03/06/2020,Otsego,0,0,0,0,
03/06/2020,Putnam,0,0,0,1,
03/06/2020,Queens,1,2,10,18,
03/06/2020,Rensselaer,0,0,0,2,
03/06/2020,Richmond,0,0,3,3,
03/06/2020,Rockland,1,1,1,1,
03/06/2020,Saratoga,0,0,0,0,
03/06/2020,Schenectady,0,0,0,0,
03/06/2020,Schoharie,0,0,0,0,
03/06/2020,Schuyler,0,0,0,0,
03/06/2020,Seneca,0,0,0,0,
03/06/2020,St. Lawrence,0,0,0,0,
03/06/2020,Steuben,0,0,0,0,
03/06/2020,Suffolk,0,0,1,5,
03/06/2020,Sullivan,0,0,0,0,
03/06/2020,Tioga,0,0,0,0,
03/06/2020,Tompkins,0,0,0,0,
03/06/2020,Ulster,0,0,0,1,
03/06/2020,Warren,0,0,0,0,
03/06/2020,Washington,0,0,0,0,
03/06/2020,Wayne,0,0,0,0,
03/06/2020,Westchester,0,20,9,53,
03/06/2020,Wyoming,0,0,0,0,
03/06/2020,Yates,0,0,0,0,
03/05/2020,Albany,0,0,3,3,
03/05/2020,Allegany,0,0,0,0,
03/05/2020,Bronx,0,0,5,6,
03/05/2020,Broome,0,0,0,0,
03/05/2020,Cattaraugus,0,0,0,0,
03/05/2020,Cayuga,0,0,0,0,
03/05/2020,Chautauqua,0,0,0,0,
03/05/2020,Chemung,0,0,0,0,
03/05/2020,Chenango,0,0,0,0,
03/05/2020,Clinton,0,0,0,0,
03/05/2020,Columbia,0,0,0,0,
03/05/2020,Cortland,0,0,0,0,
03/05/2020,Delaware,0,0,0,0,
03/05/2020,Dutchess,0,0,0,0,
03/05/2020,Erie,0,0,6,12,
03/05/2020,Essex,0,0,0,0,
03/05/2020,Franklin,0,0,0,0,
03/05/2020,Fulton,0,0,0,0,
03/05/2020,Genesee,0,0,0,0,
03/05/2020,Greene,0,0,0,0,
03/05/2020,Hamilton,0,0,0,0,
03/05/2020,Herkimer,0,0,0,0,
03/05/2020,Jefferson,0,0,0,0,
03/05/2020,Kings,0,1,7,13,
03/05/2020,Lewis,0,0,0,0,
03/05/2020,Livingston,0,0,0,0,
03/05/2020,Madison,0,0,0,0,
03/05/2020,Monroe,0,0,0,0,
03/05/2020,Montgomery,0,0,0,0,
03/05/2020,Nassau,1,1,1,1,
03/05/2020,New York,1,2,18,25,
03/05/2020,Niagara,0,0,0,0,
03/05/2020,Oneida,0,0,0,2,
03/05/2020,Onondaga,0,0,0,0,
03/05/2020,Ontario,0,0,0,0,
03/05/2020,Orange,0,0,0,0,
03/05/2020,Orleans,0,0,0,0,
03/05/2020,Oswego,0,0,0,0,
03/05/2020,Otsego,0,0,0,0,
03/05/2020,Putnam,0,0,1,1,
03/05/2020,Queens,1,1,6,8,
03/05/2020,Rensselaer,0,0,0,2,
03/05/2020,Richmond,0,0,0,0,
03/05/2020,Rockland,0,0,0,0,
03/05/2020,Saratoga,0,0,0,0,
03/05/2020,Schenectady,0,0,0,0,
03/05/2020,Schoharie,0,0,0,0,
03/05/2020,Schuyler,0,0,0,0,
03/05/2020,Seneca,0,0,0,0,
03/05/2020,St. Lawrence,0,0,0,0,
03/05/2020,Steuben,0,0,0,0,
03/05/2020,Suffolk,0,0,2,4,
03/05/2020,Sullivan,0,0,0,0,
03/05/2020,Tioga,0,0,0,0,
03/05/2020,Tompkins,0,0,0,0,
03/05/2020,Ulster,0,0,1,1,
03/05/2020,Warren,0,0,0,0,
03/05/2020,Washington,0,0,0,0,
03/05/2020,Wayne,0,0,0,0,
03/05/2020,Westchester,19,20,42,44,
03/05/2020,Wyoming,0,0,0,0,
03/05/2020,Yates,0,0,0,0,
03/04/2020,Albany,0,0,0,0,
03/04/2020,Allegany,0,0,0,0,
03/04/2020,Bronx,0,0,0,1,
03/04/2020,Broome,0,0,0,0,
03/04/2020,Cattaraugus,0,0,0,0,
03/04/2020,Cayuga,0,0,0,0,
03/04/2020,Chautauqua,0,0,0,0,
03/04/2020,Chemung,0,0,0,0,
03/04/2020,Chenango,0,0,0,0,
03/04/2020,Clinton,0,0,0,0,
03/04/2020,Columbia,0,0,0,0,
03/04/2020,Cortland,0,0,0,0,
03/04/2020,Delaware,0,0,0,0,
03/04/2020,Dutchess,0,0,0,0,
03/04/2020,Erie,0,0,6,6,
03/04/2020,Essex,0,0,0,0,
03/04/2020,Franklin,0,0,0,0,
03/04/2020,Fulton,0,0,0,0,
03/04/2020,Genesee,0,0,0,0,
03/04/2020,Greene,0,0,0,0,
03/04/2020,Hamilton,0,0,0,0,
03/04/2020,Herkimer,0,0,0,0,
03/04/2020,Jefferson,0,0,0,0,
03/04/2020,Kings,1,1,4,6,
03/04/2020,Lewis,0,0,0,0,
03/04/2020,Livingston,0,0,0,0,
03/04/2020,Madison,0,0,0,0,
03/04/2020,Monroe,0,0,0,0,
03/04/2020,Montgomery,0,0,0,0,
03/04/2020,Nassau,0,0,0,0,
03/04/2020,New York,1,1,4,7,
03/04/2020,Niagara,0,0,0,0,
03/04/2020,Oneida,0,0,2,2,
03/04/2020,Onondaga,0,0,0,0,
03/04/2020,Ontario,0,0,0,0,
03/04/2020,Orange,0,0,0,0,
03/04/2020,Orleans,0,0,0,0,
03/04/2020,Oswego,0,0,0,0,
03/04/2020,Otsego,0,0,0,0,
03/04/2020,Putnam,0,0,0,0,
03/04/2020,Queens,0,0,0,2,
03/04/2020,Rensselaer,0,0,2,2,
03/04/2020,Richmond,0,0,0,0,
03/04/2020,Rockland,0,0,0,0,
03/04/2020,Saratoga,0,0,0,0,
03/04/2020,Schenectady,0,0,0,0,
03/04/2020,Schoharie,0,0,0,0,
03/04/2020,Schuyler,0,0,0,0,
03/04/2020,Seneca,0,0,0,0,
03/04/2020,St. Lawrence,0,0,0,0,
03/04/2020,Steuben,0,0,0,0,
03/04/2020,Suffolk,0,0,2,2,
03/04/2020,Sullivan,0,0,0,0,
03/04/2020,Tioga,0,0,0,0,
03/04/2020,Tompkins,0,0,0,0,
03/04/2020,Ulster,0,0,0,0,
03/04/2020,Warren,0,0,0,0,
03/04/2020,Washington,0,0,0,0,
03/04/2020,Wayne,0,0,0,0,
03/04/2020,Westchester,0,1,0,2,
03/04/2020,Wyoming,0,0,0,0,
03/04/2020,Yates,0,0,0,0,
03/03/2020,Albany,0,0,0,0,
03/03/2020,Allegany,0,0,0,0,
03/03/2020,Bronx,0,0,1,1,
03/03/2020,Broome,0,0,0,0,
03/03/2020,Cattaraugus,0,0,0,0,
03/03/2020,Cayuga,0,0,0,0,
03/03/2020,Chautauqua,0,0,0,0,
03/03/2020,Chemung,0,0,0,0,
03/03/2020,Chenango,0,0,0,0,
03/03/2020,Clinton,0,0,0,0,
03/03/2020,Columbia,0,0,0,0,
03/03/2020,Cortland,0,0,0,0,
03/03/2020,Delaware,0,0,0,0,
03/03/2020,Dutchess,0,0,0,0,
03/03/2020,Erie,0,0,0,0,
03/03/2020,Essex,0,0,0,0,
03/03/2020,Franklin,0,0,0,0,
03/03/2020,Fulton,0,0,0,0,
03/03/2020,Genesee,0,0,0,0,
03/03/2020,Greene,0,0,0,0,
03/03/2020,Hamilton,0,0,0,0,
03/03/2020,Herkimer,0,0,0,0,
03/03/2020,Jefferson,0,0,0,0,
03/03/2020,Kings,0,0,2,2,
03/03/2020,Lewis,0,0,0,0,
03/03/2020,Livingston,0,0,0,0,
03/03/2020,Madison,0,0,0,0,
03/03/2020,Monroe,0,0,0,0,
03/03/2020,Montgomery,0,0,0,0,
03/03/2020,Nassau,0,0,0,0,
03/03/2020,New York,0,0,3,3,
03/03/2020,Niagara,0,0,0,0,
03/03/2020,Oneida,0,0,0,0,
03/03/2020,Onondaga,0,0,0,0,
03/03/2020,Ontario,0,0,0,0,
03/03/2020,Orange,0,0,0,0,
03/03/2020,Orleans,0,0,0,0,
03/03/2020,Oswego,0,0,0,0,
03/03/2020,Otsego,0,0,0,0,
03/03/2020,Putnam,0,0,0,0,
03/03/2020,Queens,0,0,2,2,
03/03/2020,Rensselaer,0,0,0,0,
03/03/2020,Richmond,0,0,0,0,
03/03/2020,Rockland,0,0,0,0,
03/03/2020,Saratoga,0,0,0,0,
03/03/2020,Schenectady,0,0,0,0,
03/03/2020,Schoharie,0,0,0,0,
03/03/2020,Schuyler,0,0,0,0,
03/03/2020,Seneca,0,0,0,0,
03/03/2020,St. Lawrence,0,0,0,0,
03/03/2020,Steuben,0,0,0,0,
03/03/2020,Suffolk,0,0,0,0,
03/03/2020,Sullivan,0,0,0,0,
03/03/2020,Tioga,0,0,0,0,
03/03/2020,Tompkins,0,0,0,0,
03/03/2020,Ulster,0,0,0,0,
03/03/2020,Warren,0,0,0,0,
03/03/2020,Washington,0,0,0,0,
03/03/2020,Wayne,0,0,0,0,
03/03/2020,Westchester,0,1,1,2,
03/03/2020,Wyoming,0,0,0,0,
03/03/2020,Yates,0,0,0,0,
03/02/2020,Albany,0,0,0,0,
03/02/2020,Allegany,0,0,0,0,
03/02/2020,Bronx,0,0,0,0,
03/02/2020,Broome,0,0,0,0,
03/02/2020,Cattaraugus,0,0,0,0,
03/02/2020,Cayuga,0,0,0,0,
03/02/2020,Chautauqua,0,0,0,0,
03/02/2020,Chemung,0,0,0,0,
03/02/2020,Chenango,0,0,0,0,
03/02/2020,Clinton,0,0,0,0,
03/02/2020,Columbia,0,0,0,0,
03/02/2020,Cortland,0,0,0,0,
03/02/2020,Delaware,0,0,0,0,
03/02/2020,Dutchess,0,0,0,0,
03/02/2020,Erie,0,0,0,0,
03/02/2020,Essex,0,0,0,0,
03/02/2020,Franklin,0,0,0,0,
03/02/2020,Fulton,0,0,0,0,
03/02/2020,Genesee,0,0,0,0,
03/02/2020,Greene,0,0,0,0,
03/02/2020,Hamilton,0,0,0,0,
03/02/2020,Herkimer,0,0,0,0,
03/02/2020,Jefferson,0,0,0,0,
03/02/2020,Kings,0,0,0,0,
03/02/2020,Lewis,0,0,0,0,
03/02/2020,Livingston,0,0,0,0,
03/02/2020,Madison,0,0,0,0,
03/02/2020,Monroe,0,0,0,0,
03/02/2020,Montgomery,0,0,0,0,
03/02/2020,Nassau,0,0,0,0,
03/02/2020,New York,0,0,0,0,
03/02/2020,Niagara,0,0,0,0,
03/02/2020,Oneida,0,0,0,0,
03/02/2020,Onondaga,0,0,0,0,
03/02/2020,Ontario,0,0,0,0,
03/02/2020,Orange,0,0,0,0,
03/02/2020,Orleans,0,0,0,0,
03/02/2020,Oswego,0,0,0,0,
03/02/2020,Otsego,0,0,0,0,
03/02/2020,Putnam,0,0,0,0,
03/02/2020,Queens,0,0,0,0,
03/02/2020,Rensselaer,0,0,0,0,
03/02/2020,Richmond,0,0,0,0,
03/02/2020,Rockland,0,0,0,0,
03/02/2020,Saratoga,0,0,0,0,
03/02/2020,Schenectady,0,0,0,0,
03/02/2020,Schoharie,0,0,0,0,
03/02/2020,Schuyler,0,0,0,0,
03/02/2020,Seneca,0,0,0,0,
03/02/2020,St. Lawrence,0,0,0,0,
03/02/2020,Steuben,0,0,0,0,
03/02/2020,Suffolk,0,0,0,0,
03/02/2020,Sullivan,0,0,0,0,
03/02/2020,Tioga,0,0,0,0,
03/02/2020,Tompkins,0,0,0,0,
03/02/2020,Ulster,0,0,0,0,
03/02/2020,Warren,0,0,0,0,
03/02/2020,Washington,0,0,0,0,
03/02/2020,Wayne,0,0,0,0,
03/02/2020,Westchester,1,1,1,1,
03/02/2020,Wyoming,0,0,0,0,
03/02/2020,Yates,0,0,0,0,
